********,******(),*****()*,****()**,****()(),***()***,***()*(),***()()*,**()****,**()**(),**()*()*,**()()**,**()()(),*()*****,*()***(),*()**()*,*()*()**,*()*()(),*()()***,*()()*(),*()()()*,()******,()****(),()***()*,()**()**,()**()(),()*()***,()*()*(),()*()()*,()()****,()()**(),()()*()*,()()()**,()()()()
13254768,13254786,13254678,[13257468],[13257486],13245768,13245786,13245678,[13524768],[13524786],[13524678],[13527468],[13527486],12354768,12354786,12354678,[12357468],[12357486],12345768,12345786,12345678,31254768,31254786,31254678,[31257468],[31257486],31245768,31245786,31245678,[31524768],[31524786],[31524678],[31527468],[31527486]
27583614,27583641,27583164,27586314,27586341,27538614,27538641,[27538164],27853614,27853641,27853164,27856314,27856341,25783614,25783641,25783164,25786314,25786341,[25738614],[25738641],[25738164],72583614,72583641,72583164,72586314,72586341,72538614,72538641,[72538164],[72853614],[72853641],[72853164],[72856314],[72856341]
27584613,27584631,[27584163],27586413,27586431,27548613,27548631,[27548163],27854613,27854631,[27854163],27856413,27856431,25784613,25784631,[25784163],25786413,25786431,[25748613],[25748631],[25748163],72584613,72584631,[72584163],72586413,72586431,72548613,72548631,[72548163],[72854613],[72854631],[72854163],[72856413],[72856431]
27681435,27681453,27681345,27684135,[27684153],[27618435],[27618453],[27618345],27861435,27861453,27861345,27864135,[27864153],26781435,26781453,26781345,26784135,[26784153],[26718435],[26718453],[26718345],72681435,72681453,72681345,72684135,[72684153],[72618435],[72618453],[72618345],[72861435],[72861453],[72861345],[72864135],[72864153]
27681534,27681543,27681354,27685134,27685143,[27618534],[27618543],[27618354],27861534,27861543,27861354,27865134,27865143,26781534,26781543,26781354,26785134,26785143,[26718534],[26718543],[26718354],72681534,72681543,72681354,72685134,72685143,[72618534],[72618543],[72618354],[72861534],[72861543],[72861354],[72865134],[72865143]
27683415,27683451,27683145,27684315,27684351,[27638415],[27638451],[27638145],27863415,27863451,27863145,27864315,27864351,26783415,26783451,26783145,26784315,26784351,[26738415],[26738451],[26738145],72683415,72683451,72683145,72684315,72684351,[72638415],[72638451],[72638145],[72863415],[72863451],[72863145],[72864315],[72864351]
27683514,27683541,27683154,27685314,27685341,[27638514],[27638541],[27638154],27863514,27863541,27863154,27865314,27865341,26783514,26783541,26783154,26785314,26785341,[26738514],[26738541],[26738154],72683514,72683541,72683154,72685314,72685341,[72638514],[72638541],[72638154],[72863514],[72863541],[72863154],[72865314],[72865341]
27684513,27684531,[27684153],27685413,27685431,[27648513],[27648531],[27648153],27864513,27864531,[27864153],27865413,27865431,26784513,26784531,[26784153],26785413,26785431,[26748513],[26748531],[26748153],72684513,72684531,[72684153],72685413,72685431,[72648513],[72648531],[72648153],[72864513],[72864531],[72864153],[72865413],[72865431]
28143657,28143675,28143567,[28146357],[28146375],28134657,28134675,28134567,28413657,28413675,28413567,[28416357],[28416375],21843657,21843675,21843567,[21846357],[21846375],21834657,21834675,21834567,82143657,82143675,82143567,[82146357],[82146375],82134657,82134675,82134567,82413657,82413675,82413567,[82416357],[82416375]
28143756,28143765,28143576,[28147356],[28147365],28134756,28134765,28134576,28413756,28413765,28413576,[28417356],[28417365],21843756,21843765,21843576,[21847356],[21847365],21834756,21834765,21834576,82143756,82143765,82143576,[82147356],[82147365],82134756,82134765,82134576,82413756,82413765,82413576,[82417356],[82417365]
28153647,28153674,28153467,28156347,[28156374],28135647,28135674,28135467,28513647,28513674,28513467,[28516347],[28516374],21853647,21853674,21853467,21856347,[21856374],21835647,21835674,21835467,82153647,82153674,82153467,82156347,[82156374],82135647,82135674,82135467,82513647,82513674,82513467,[82516347],[82516374]
28153746,28153764,28153476,28157346,[28157364],28135746,28135764,28135476,28513746,28513764,28513476,[28517346],[28517364],21853746,21853764,21853476,21857346,[21857364],21835746,21835764,21835476,82153746,82153764,82153476,82157346,[82157364],82135746,82135764,82135476,82513746,82513764,82513476,[82517346],[82517364]
28154637,28154673,28154367,28156437,28156473,28145637,28145673,28145367,28514637,28514673,28514367,[28516437],[28516473],21854637,21854673,21854367,21856437,21856473,21845637,21845673,21845367,82154637,82154673,82154367,82156437,82156473,82145637,82145673,82145367,82514637,82514673,82514367,[82516437],[82516473]
28154736,28154763,28154376,28157436,28157463,28145736,28145763,28145376,28514736,28514763,28514376,[28517436],[28517463],21854736,21854763,21854376,21857436,21857463,21845736,21845763,21845376,82154736,82154763,82154376,82157436,82157463,82145736,82145763,82145376,82514736,82514763,82514376,[82517436],[82517463]
28163547,28163574,28163457,28165347,[28165374],28136547,28136574,28136457,28613547,28613574,28613457,28615347,[28615374],21863547,21863574,21863457,21865347,[21865374],21836547,21836574,21836457,82163547,82163574,82163457,82165347,[82165374],82136547,82136574,82136457,82613547,82613574,82613457,82615347,[82615374]
28163745,28163754,28163475,28167345,28167354,28136745,28136754,28136475,28613745,28613754,28613475,[28617345],[28617354],21863745,21863754,21863475,21867345,21867354,21836745,21836754,21836475,82163745,82163754,82163475,82167345,82167354,82136745,82136754,82136475,82613745,82613754,82613475,[82617345],[82617354]
28164537,28164573,28164357,28165437,28165473,28146537,28146573,[28146357],28614537,28614573,28614357,28615437,28615473,21864537,21864573,21864357,21865437,21865473,21846537,21846573,[21846357],82164537,82164573,82164357,82165437,82165473,82146537,82146573,[82146357],82614537,82614573,82614357,82615437,82615473
28164735,28164753,28164375,28167435,28167453,28146735,28146753,[28146375],28614735,28614753,28614375,[28617435],[28617453],21864735,21864753,21864375,21867435,21867453,21846735,21846753,[21846375],82164735,82164753,82164375,82167435,82167453,82146735,82146753,[82146375],82614735,82614753,82614375,[82617435],[82617453]
28165734,28165743,[28165374],28167534,28167543,28156734,28156743,[28156374],28615734,28615743,[28615374],[28617534],[28617543],21865734,21865743,[21865374],21867534,21867543,21856734,21856743,[21856374],82165734,82165743,[82165374],82167534,82167543,82156734,82156743,[82156374],82615734,82615743,[82615374],[82617534],[82617543]
28173546,28173564,28173456,28175346,[28175364],28137546,28137564,28137456,28713546,28713564,28713456,28715346,[28715364],21873546,21873564,21873456,21875346,[21875364],21837546,21837564,21837456,82173546,82173564,82173456,82175346,[82175364],82137546,82137564,82137456,82713546,82713564,82713456,82715346,[82715364]
28173645,28173654,28173465,28176345,28176354,28137645,28137654,28137465,28713645,28713654,28713465,28716345,28716354,21873645,21873654,21873465,21876345,21876354,21837645,21837654,21837465,82173645,82173654,82173465,82176345,82176354,82137645,82137654,82137465,82713645,82713654,82713465,82716345,82716354
28174536,28174563,28174356,28175436,28175463,28147536,28147563,[28147356],28714536,28714563,28714356,28715436,28715463,21874536,21874563,21874356,21875436,21875463,21847536,21847563,[21847356],82174536,82174563,82174356,82175436,82175463,82147536,82147563,[82147356],82714536,82714563,82714356,82715436,82715463
28174635,28174653,28174365,28176435,28176453,28147635,28147653,[28147365],28714635,28714653,28714365,28716435,28716453,21874635,21874653,21874365,21876435,21876453,21847635,21847653,[21847365],82174635,82174653,82174365,82176435,82176453,82147635,82147653,[82147365],82714635,82714653,82714365,82716435,82716453
28175634,28175643,[28175364],28176534,28176543,28157634,28157643,[28157364],28715634,28715643,[28715364],28716534,28716543,21875634,21875643,[21875364],21876534,21876543,21857634,21857643,[21857364],82175634,82175643,[82175364],82176534,82176543,82157634,82157643,[82157364],82715634,82715643,[82715364],82716534,82716543
28341657,28341675,28341567,[28346157],[28346175],28314657,28314675,28314567,28431657,28431675,28431567,[28436157],[28436175],23841657,23841675,23841567,[23846157],[23846175],[23814657],[23814675],[23814567],82341657,82341675,82341567,[82346157],[82346175],82314657,82314675,82314567,82431657,82431675,82431567,[82436157],[82436175]
28341756,28341765,28341576,[28347156],[28347165],28314756,28314765,28314576,28431756,28431765,28431576,[28437156],[28437165],23841756,23841765,23841576,[23847156],[23847165],[23814756],[23814765],[23814576],82341756,82341765,82341576,[82347156],[82347165],82314756,82314765,82314576,82431756,82431765,82431576,[82437156],[82437165]
28351647,28351674,28351467,28356147,[28356174],28315647,28315674,28315467,28531647,28531674,28531467,[28536147],[28536174],23851647,23851674,23851467,23856147,[23856174],[23815647],[23815674],[23815467],82351647,82351674,82351467,82356147,[82356174],82315647,82315674,82315467,82531647,82531674,82531467,[82536147],[82536174]
28351746,28351764,28351476,28357146,[28357164],28315746,28315764,28315476,28531746,28531764,28531476,[28537146],[28537164],23851746,23851764,23851476,23857146,[23857164],[23815746],[23815764],[23815476],82351746,82351764,82351476,82357146,[82357164],82315746,82315764,82315476,82531746,82531764,82531476,[82537146],[82537164]
28354617,28354671,28354167,28356417,28356471,28345617,28345671,28345167,28534617,28534671,28534167,[28536417],[28536471],23854617,23854671,23854167,23856417,23856471,23845617,23845671,23845167,82354617,82354671,82354167,82356417,82356471,82345617,82345671,82345167,82534617,82534671,82534167,[82536417],[82536471]
28354716,28354761,28354176,28357416,28357461,28345716,28345761,28345176,28534716,28534761,28534176,[28537416],[28537461],23854716,23854761,23854176,23857416,23857461,23845716,23845761,23845176,82354716,82354761,82354176,82357416,82357461,82345716,82345761,82345176,82534716,82534761,82534176,[82537416],[82537461]
28361547,28361574,28361457,28365147,[28365174],28316547,28316574,28316457,28631547,28631574,28631457,28635147,[28635174],23861547,23861574,23861457,23865147,[23865174],[23816547],[23816574],[23816457],82361547,82361574,82361457,82365147,[82365174],82316547,82316574,82316457,82631547,82631574,82631457,82635147,[82635174]
28361745,28361754,28361475,28367145,28367154,28316745,28316754,28316475,28631745,28631754,28631475,[28637145],[28637154],23861745,23861754,23861475,23867145,23867154,[23816745],[23816754],[23816475],82361745,82361754,82361475,82367145,82367154,82316745,82316754,82316475,82631745,82631754,82631475,[82637145],[82637154]
28364517,28364571,28364157,28365417,28365471,28346517,28346571,[28346157],28634517,28634571,28634157,28635417,28635471,23864517,23864571,23864157,23865417,23865471,23846517,23846571,[23846157],82364517,82364571,82364157,82365417,82365471,82346517,82346571,[82346157],82634517,82634571,82634157,82635417,82635471
28364715,28364751,28364175,28367415,28367451,28346715,28346751,[28346175],28634715,28634751,28634175,[28637415],[28637451],23864715,23864751,23864175,23867415,23867451,23846715,23846751,[23846175],82364715,82364751,82364175,82367415,82367451,82346715,82346751,[82346175],82634715,82634751,82634175,[82637415],[82637451]
28365714,28365741,[28365174],28367514,28367541,28356714,28356741,[28356174],28635714,28635741,[28635174],[28637514],[28637541],23865714,23865741,[23865174],23867514,23867541,23856714,23856741,[23856174],82365714,82365741,[82365174],82367514,82367541,82356714,82356741,[82356174],82635714,82635741,[82635174],[82637514],[82637541]
28371546,28371564,28371456,28375146,[28375164],28317546,28317564,28317456,28731546,28731564,28731456,28735146,[28735164],23871546,23871564,23871456,23875146,[23875164],[23817546],[23817564],[23817456],82371546,82371564,82371456,82375146,[82375164],82317546,82317564,82317456,82731546,82731564,82731456,82735146,[82735164]
28371645,28371654,28371465,28376145,28376154,28317645,28317654,28317465,28731645,28731654,28731465,28736145,28736154,23871645,23871654,23871465,23876145,23876154,[23817645],[23817654],[23817465],82371645,82371654,82371465,82376145,82376154,82317645,82317654,82317465,82731645,82731654,82731465,82736145,82736154
28374516,28374561,28374156,28375416,28375461,28347516,28347561,[28347156],28734516,28734561,28734156,28735416,28735461,23874516,23874561,23874156,23875416,23875461,23847516,23847561,[23847156],82374516,82374561,82374156,82375416,82375461,82347516,82347561,[82347156],82734516,82734561,82734156,82735416,82735461
28374615,28374651,28374165,28376415,28376451,28347615,28347651,[28347165],28734615,28734651,28734165,28736415,28736451,23874615,23874651,23874165,23876415,23876451,23847615,23847651,[23847165],82374615,82374651,82374165,82376415,82376451,82347615,82347651,[82347165],82734615,82734651,82734165,82736415,82736451
28375614,28375641,[28375164],28376514,28376541,28357614,28357641,[28357164],28735614,28735641,[28735164],28736514,28736541,23875614,23875641,[23875164],23876514,23876541,23857614,23857641,[23857164],82375614,82375641,[82375164],82376514,82376541,82357614,82357641,[82357164],82735614,82735641,[82735164],82736514,82736541
28451637,28451673,28451367,28456137,[28456173],28415637,28415673,28415367,28541637,28541673,28541367,28546137,[28546173],24851637,24851673,24851367,24856137,[24856173],[24815637],[24815673],[24815367],82451637,82451673,82451367,82456137,[82456173],82415637,82415673,82415367,82541637,82541673,82541367,82546137,[82546173]
28451736,28451763,28451376,28457136,[28457163],28415736,28415763,28415376,28541736,28541763,28541376,28547136,[28547163],24851736,24851763,24851376,24857136,[24857163],[24815736],[24815763],[24815376],82451736,82451763,82451376,82457136,[82457163],82415736,82415763,82415376,82541736,82541763,82541376,82547136,[82547163]
28453617,28453671,28453167,28456317,28456371,28435617,28435671,28435167,28543617,28543671,28543167,28546317,28546371,24853617,24853671,24853167,24856317,24856371,[24835617],[24835671],[24835167],82453617,82453671,82453167,82456317,82456371,82435617,82435671,82435167,82543617,82543671,82543167,82546317,82546371
28453716,28453761,28453176,28457316,28457361,28435716,28435761,28435176,28543716,28543761,28543176,28547316,28547361,24853716,24853761,24853176,24857316,24857361,[24835716],[24835761],[24835176],82453716,82453761,82453176,82457316,82457361,82435716,82435761,82435176,82543716,82543761,82543176,82547316,82547361
28461537,28461573,28461357,28465137,[28465173],28416537,28416573,[28416357],28641537,28641573,28641357,28645137,[28645173],24861537,24861573,24861357,24865137,[24865173],[24816537],[24816573],[24816357],82461537,82461573,82461357,82465137,[82465173],82416537,82416573,[82416357],82641537,82641573,82641357,82645137,[82645173]
28461735,28461753,28461375,28467135,28467153,28416735,28416753,[28416375],28641735,28641753,28641375,28647135,[28647153],24861735,24861753,24861375,24867135,24867153,[24816735],[24816753],[24816375],82461735,82461753,82461375,82467135,82467153,82416735,82416753,[82416375],82641735,82641753,82641375,82647135,[82647153]
28463517,28463571,28463157,28465317,28465371,28436517,28436571,[28436157],28643517,28643571,28643157,28645317,28645371,24863517,24863571,24863157,24865317,24865371,[24836517],[24836571],[24836157],82463517,82463571,82463157,82465317,82465371,82436517,82436571,[82436157],82643517,82643571,82643157,82645317,82645371
